embedding,roc_auc,accuracy,recall,fpr,f1,threshold,confusion_matrix
demucs_openl3,0.8801784576163161,0.8372591006423983,0.7980535279805353,0.13193116634799235,0.8118811881188119,0.5613411094971467,"TN:454, FP:69, FN:83, TP:328"
demucs_hubert,0.9411755127865161,0.892933618843683,0.902676399026764,0.1147227533460803,0.8812351543942993,0.5356496395019941,"TN:463, FP:60, FN:40, TP:371"
