embedding,roc_auc,accuracy,recall,fpr,f1,threshold,confusion_matrix
hubert,0.9589070233379381,0.9086078639744952,0.8779904306220095,0.06692160611854685,0.8951219512195122,0.6134247415208468,"TN:488, FP:35, FN:51, TP:367"
