mean_cos_sim_real_to_source,mean_cos_sim_fake_to_source,std_cos_sim_real_to_source,std_cos_sim_fake_to_source,intra_real_cohesion,intra_fake_cohesion,inter_group_separation,silhouette_score,centroid_cosine_distance,real_spread,fake_spread,cohens_d,video_id,timestamp_idx,num_fake_expected,num_real_expected,avg_label_expected
0.8338729739189148,0.8430755138397217,0.27549898624420166,0.03155411779880524,0.6898757219314575,0.9658130407333374,0.7601866126060486,0.5123288035392761,0.10934847593307495,81.22492980957031,29.931350708007812,82.34788022955168,gqpErbFnbiY/00017,8,15,5,0.75
0.905651867389679,0.8455337882041931,0.04769967123866081,0.0449853353202343,0.9312270283699036,0.8673699498176575,0.8752425312995911,0.11938625574111938,0.03834348917007446,40.31133270263672,60.60205841064453,56.757004118476,gqpErbFnbiY/00015,13,15,5,0.75
0.8485615253448486,0.7844064235687256,0.10904140025377274,0.026787303388118744,0.833071768283844,0.9746918678283691,0.8101847767829895,0.2523946762084961,0.11035120487213135,70.01416015625,23.727554321289062,91.26883350429891,gqpErbFnbiY/00015,14,15,5,0.75
0.8483760952949524,0.9253244400024414,0.27642759680747986,0.01790587604045868,0.7131994366645813,0.9502438306808472,0.8078711628913879,0.3691968619823456,0.057582855224609375,79.2262191772461,35.41720199584961,60.0593100674275,gqpErbFnbiY/00017,7,15,5,0.75
0.8570898771286011,,0.1487572342157364,,0.8690593242645264,,,,,57.94268798828125,,,gqpErbFnbiY/00017,9,15,5,0.75
0.9417077898979187,0.7910126447677612,0.061093300580978394,0.05653495341539383,0.9211279153823853,0.8027654886245728,0.801378607749939,0.23464927077293396,0.0846710205078125,44.35841751098633,69.2072525024414,70.17215326479318,gqpErbFnbiY/00016,43,10,10,0.5
0.9406319856643677,0.8609809875488281,0.053398892283439636,0.07815045863389969,0.9262388348579407,0.8757808208465576,0.8523780703544617,0.2243722379207611,0.061597585678100586,48.97213363647461,60.76960754394531,76.13757338160022,gdg4mUSwuhI/00002,14,10,10,0.5
0.9316102266311646,0.8255213499069214,0.04190104082226753,0.1414324939250946,0.9459782838821411,0.7771925926208496,0.8271756768226624,0.15961825847625732,0.05075216293334961,36.8926887512207,73.23433685302734,55.37631984214297,gqpErbFnbiY/00002,23,10,10,0.5
0.89742112159729,0.888961672782898,0.12045080214738846,0.055647894740104675,0.8558491468429565,0.9140164852142334,0.870169997215271,0.18235068023204803,0.03061497211456299,56.37408447265625,45.308349609375,49.13561876623705,gqpErbFnbiY/00025,4,10,9,0.526
0.9223819971084595,0.8644712567329407,0.04709325730800629,0.11236178129911423,0.9193862080574036,0.8360911011695862,0.8449549674987793,0.1921381652355194,0.05068957805633545,48.97067642211914,69.86297607421875,57.05068840987964,gqpErbFnbiY/00015,6,10,10,0.5
0.8811458349227905,0.9133149981498718,0.08154910057783127,0.06368717551231384,0.8667965531349182,0.8998090028762817,0.864896833896637,0.11844377219676971,0.03387868404388428,48.95291519165039,43.29629135131836,49.540252605195896,golS4kh8ETY/00002,8,10,10,0.5
0.8808696866035461,0.9019637107849121,0.156390979886055,0.08699236065149307,0.8020781874656677,0.872712254524231,0.8397044539451599,-0.013435485772788525,0.014837980270385742,62.166603088378906,51.680721282958984,26.85256870232659,gqpErbFnbiY/00026,35,10,10,0.5
0.9631797671318054,0.9394761919975281,0.016119586303830147,0.015264387242496014,0.9700421690940857,0.9760091304779053,0.9565075039863586,0.21615374088287354,0.01945650577545166,32.65568923950195,29.162885665893555,82.52255581510924,gjCwsdCssdk/00019,30,10,10,0.5
0.9661198854446411,0.9327973127365112,0.02087216079235077,0.07677542418241501,0.9592397809028625,0.9051247239112854,0.9291678071022034,0.07330644130706787,0.01041024923324585,31.71178436279297,49.22691345214844,36.6193364718954,gqpErbFnbiY/00022,10,10,10,0.5
0.8727952241897583,,0.15679751336574554,,0.8014071583747864,,,,,75.0309066772461,,,gqpErbFnbiY/00018,5,10,10,0.5
0.870730996131897,0.9027009010314941,0.15812525153160095,0.03327200561761856,0.7778177261352539,0.9129413366317749,0.8090043663978577,0.17314545810222626,0.05785101652145386,75.89263153076172,52.2335205078125,59.34434512988529,gqpErbFnbiY/00007,21,10,9,0.526
0.9032117128372192,0.8984780311584473,0.13032007217407227,0.06845328211784363,0.8493659496307373,0.9258793592453003,0.8230929970741272,0.37048977613449097,0.08411514759063721,59.10612869262695,42.47477340698242,75.98910507148304,gqpErbFnbiY/00008,71,10,9,0.526
0.91865074634552,0.9127335548400879,0.046919066458940506,0.02569451369345188,0.9207459092140198,0.9335818886756897,0.8659282922744751,0.27442029118537903,0.07451128959655762,47.96567153930664,44.50162887573242,94.82571680612332,gqpErbFnbiY/00010,28,10,10,0.5
0.9068994522094727,0.9353922605514526,0.11989636719226837,0.04415377601981163,0.8642053008079529,0.9380967617034912,0.8955349326133728,0.13268955051898956,0.017960548400878906,58.21363067626953,36.516326904296875,37.37527912527979,gqpErbFnbiY/00008,68,10,9,0.526
0.9307570457458496,0.8797135353088379,0.04798708111047745,0.07239396125078201,0.9113924503326416,0.8578192591667175,0.8722738027572632,0.05234525725245476,0.025261223316192627,46.068756103515625,54.92302322387695,45.4227815178911,gqpErbFnbiY/00016,41,10,10,0.5
