mean_cos_sim_real_to_source,mean_cos_sim_fake_to_source,std_cos_sim_real_to_source,std_cos_sim_fake_to_source,intra_real_cohesion,intra_fake_cohesion,inter_group_separation,silhouette_score,centroid_cosine_distance,real_spread,fake_spread,cohens_d,video_id,timestamp_idx,timestamp_seconds
0.9985650181770325,0.9926714301109314,0.0029390479903668165,0.0022973818704485893,0.9973253607749939,0.9973116517066956,0.9927412867546082,0.6229181885719299,0.004977524280548096,3.480839967727661,3.218418598175049,73.39183977539005,gZga0AmCGdE/00026,12,1.7999999999999998
0.9990079998970032,0.9946646690368652,0.001705044531263411,0.0026553040370345116,0.9982282519340515,0.9976302981376648,0.9943243861198425,0.5716525912284851,0.0039560794830322266,2.4364748001098633,2.8190853595733643,70.23443201288796,gZga0AmCGdE/00026,13,1.95
0.9985591769218445,0.9929543137550354,0.0028590087313205004,0.007016268093138933,0.9972741603851318,0.9905430674552917,0.992569088935852,0.4499529302120209,0.0023404359817504883,3.6056206226348877,8.024267196655273,22.178356986868305,gZga0AmCGdE/00026,14,2.1
0.9986092448234558,0.9934336543083191,0.002647058106958866,0.001840646262280643,0.9974231123924255,0.9976805448532104,0.9930915832519531,0.6687349677085876,0.004874706268310547,2.815181016921997,3.0106167793273926,96.36531582204147,gZga0AmCGdE/00026,15,2.25
0.9981341361999512,0.993934154510498,0.0034487005323171616,0.000427399791078642,0.9966744184494019,0.9985536932945251,0.9937416911125183,0.48161494731903076,0.004230022430419922,4.959132671356201,2.0163605213165283,41.19191670267328,gZga0AmCGdE/00026,16,2.4
0.9994401931762695,0.9946236610412598,0.0007849315879866481,6.315837526926771e-05,0.9991838932037354,0.9997946619987488,0.9949594736099243,0.7628060579299927,0.004583001136779785,1.7445803880691528,0.9048811793327332,141.47269014823334,gdg4mUSwuhI/00002,12,1.7999999999999998
0.9993982315063477,0.994134783744812,0.000708448002114892,0.00040317350067198277,0.9993366003036499,0.9986624717712402,0.9942505359649658,0.7146372199058533,0.004848957061767578,1.5278655290603638,2.1560471057891846,105.3472326579505,gdg4mUSwuhI/00002,13,1.95
0.9963480830192566,0.9953871965408325,0.008866019546985626,0.0003291711618658155,0.9930857419967651,0.9991855025291443,0.9932309985160828,0.5303900837898254,0.003340482711791992,5.9240803718566895,1.591213345527649,32.27616657373022,gdg4mUSwuhI/00002,14,2.1
0.9967716932296753,0.9944252967834473,0.006971800699830055,0.0019507604883983731,0.9940409064292908,0.9964931011199951,0.9925684928894043,0.46831613779067993,0.003170013427734375,5.226085186004639,3.869915723800659,47.162018259521446,gdg4mUSwuhI/00004,4,0.6
0.9843617677688599,0.9950942993164062,0.041278641670942307,0.0010119150392711163,0.9700382947921753,0.9964637160301208,0.9813937544822693,0.16636112332344055,0.0024760961532592773,11.848570823669434,3.4760711193084717,17.8702352292647,gdg4mUSwuhI/00004,5,0.75
0.9837576150894165,0.9916973114013672,0.043969277292490005,0.015913482755422592,0.9687215089797974,0.9876617193222046,0.978618323802948,0.06096205860376358,0.0010832548141479492,13.580037117004395,8.650933265686035,7.951884593030001,gdg4mUSwuhI/00004,6,0.8999999999999999
0.9992163777351379,0.9925138354301453,0.0005425405688583851,0.0,0.999379575252533,1.0000001192092896,0.9918665289878845,0.896974503993988,0.00787818431854248,1.2845323085784912,0.0,655.2066763597445,ggPh4X7UKwY/00011,2,0.3
0.9997499585151672,0.9928030967712402,0.00015619762416463345,0.0,0.9997991323471069,1.0000001192092896,0.9927084445953369,0.91820228099823,0.007208585739135742,0.8604762554168701,0.0,1037.2867686100728,ggPh4X7UKwY/00011,3,0.44999999999999996
0.9997331500053406,0.9958045482635498,0.00018025106692221016,0.0,0.9997864961624146,1.0000001192092896,0.9956062436103821,0.9035433530807495,0.004305243492126465,0.8833231329917908,0.0,948.4434366630575,ggPh4X7UKwY/00011,4,0.6
0.9994513988494873,0.9913840293884277,0.0003267175634391606,0.0,0.9995441436767578,1.0,0.9914923310279846,0.8736475706100464,0.008319735527038574,1.168325662612915,0.0,589.0022526948931,ggPh4X7UKwY/00011,5,0.75
0.9997687339782715,0.9896953105926514,0.00015921483281999826,0.0,0.9998083114624023,1.0,0.9896304607391357,0.9287593364715576,0.010290265083312988,0.7555291652679443,0.0,1128.7976812725312,ggPh4X7UKwY/00012,3,0.44999999999999996
0.9991159439086914,0.9886287450790405,0.0012021054280921817,0.0,0.9986408948898315,0.9999998807907104,0.9885885715484619,0.8197128176689148,0.010797858238220215,2.4583945274353027,0.0,241.78134905414228,ggPh4X7UKwY/00012,4,0.6
0.9990834593772888,0.9935119152069092,0.001361715141683817,0.0,0.9985879063606262,1.0,0.9928533434867859,0.7731830477714539,0.0065610408782958984,2.3296725749969482,0.0,161.0485700665942,ggPh4X7UKwY/00012,5,0.75
0.9992135167121887,0.9926275610923767,0.0006073193508200347,0.0,0.9991567134857178,0.9999996423721313,0.9927489757537842,0.7964644432067871,0.006901383399963379,1.622995138168335,0.0,288.5450837319388,ggPh4X7UKwY/00013,21,3.15
0.9989705085754395,0.9926895499229431,0.0007151278550736606,0.0,0.9990824460983276,1.000000238418579,0.9927619099617004,0.780056357383728,0.006858646869659424,1.5975373983383179,0.0,276.1046185674239,ggPh4X7UKwY/00013,22,3.3
0.9996466040611267,0.9897364377975464,0.00032882881350815296,0.0,0.9995502829551697,1.0000001192092896,0.98992520570755,0.8580489158630371,0.009889006614685059,1.1945236921310425,0.0,465.45347709366644,ggPh4X7UKwY/00013,25,3.75
0.9995770454406738,0.9951320886611938,0.00031296946690417826,0.0,0.9996138215065002,1.0,0.9949749112129211,0.8264899253845215,0.004865288734436035,1.1500623226165771,0.0,433.47742941926816,ggPh4X7UKwY/00013,26,3.9
0.9995431900024414,0.9904204607009888,0.00037480975151993334,0.0,0.9994918704032898,0.9999998807907104,0.9903696179389954,0.8708659410476685,0.009420514106750488,1.1380289793014526,0.0,517.0591799249345,ggPh4X7UKwY/00013,27,4.05
0.997588574886322,0.9926751852035522,0.004382126498967409,0.0,0.9956677556037903,1.0,0.9920725226402283,0.5944132804870605,0.006281852722167969,5.709736347198486,0.0,84.1658508258492,ggPh4X7UKwY/00014,12,1.7999999999999998
0.9975994229316711,0.9899237155914307,0.0034207338467240334,0.0,0.9958911538124084,1.0,0.9900947213172913,0.5755866765975952,0.00815272331237793,3.800480842590332,0.0,90.27307775937938,ggPh4X7UKwY/00014,13,1.95
0.9983088374137878,0.9939999580383301,0.002569332253187895,0.0,0.9970887303352356,0.9999998807907104,0.993835985660553,0.5436625480651855,0.004978060722351074,3.2154314517974854,0.0,76.93745494997953,ggPh4X7UKwY/00014,14,2.1
0.9975776672363281,0.9932141304016113,0.003325452795252204,0.0,0.9959544539451599,1.0000001192092896,0.9929332137107849,0.4995599389076233,0.005360007286071777,3.7919857501983643,0.0,70.15148605973862,ggPh4X7UKwY/00014,15,2.25
0.9997002482414246,0.9968553185462952,0.00019295011588837951,0.0,0.9997621178627014,0.9999998807907104,0.9967014193534851,0.879065990447998,0.0031998753547668457,0.9252765774726868,0.0,648.5735518276047,ggPh4X7UKwY/00017,17,2.55
0.9995293617248535,0.9925526976585388,0.0003111362166237086,0.0,0.9996381998062134,0.9999998807907104,0.9922937750816345,0.9134581089019775,0.007557272911071777,1.09519362449646,0.0,1097.9942639718709,ggPh4X7UKwY/00017,18,2.6999999999999997
0.9994011521339417,0.9925472736358643,0.00040262326365336776,0.0,0.9995375871658325,0.9999998807907104,0.9921023845672607,0.8934445381164551,0.007707655429840088,1.1375937461853027,0.0,754.7621617659482,ggPh4X7UKwY/00017,19,2.85
0.9988695979118347,0.9923312664031982,0.0007795235724188387,0.0,0.9991151094436646,1.0,0.9916291236877441,0.8752076029777527,0.008007586002349854,1.5702732801437378,0.0,575.1337452949502,ggPh4X7UKwY/00017,20,3.0
0.9993850588798523,0.9943974018096924,0.000495379907079041,0.00010351266246289015,0.9990720748901367,0.9954373240470886,0.9942048192024231,0.5683526992797852,0.003942906856536865,1.8383811712265015,3.7881581783294678,74.27431988109333,ggPh4X7UKwY/00017,29,4.35
0.9993854761123657,0.9905605912208557,0.0005213129334151745,0.002993128728121519,0.9991146326065063,0.9936597347259521,0.9907167553901672,0.5923850536346436,0.006669104099273682,2.010247230529785,4.423255920410156,87.51780584480443,ggPh4X7UKwY/00017,30,4.5
0.9956545829772949,0.9917387366294861,0.008501733653247356,0.0,0.9917652606964111,1.0,0.988122284412384,0.6259353756904602,0.008366703987121582,6.038387298583984,0.0,76.35461783948041,ggPh4X7UKwY/00019,3,0.44999999999999996
0.9982021450996399,0.9882717728614807,0.0034363223239779472,0.0,0.9965324997901917,1.000000238418579,0.9876788258552551,0.7678292393684387,0.010900735855102539,3.3611226081848145,0.0,182.9264534333769,ggPh4X7UKwY/00019,4,0.6
0.9983285665512085,0.9883550405502319,0.0020864885300397873,0.0,0.9974732995033264,,0.9871091842651367,0.6631684303283691,0.01181936264038086,2.8815982341766357,0.0,236.6519673116995,ggPh4X7UKwY/00019,5,0.75
0.9996365308761597,0.996324360370636,0.0001819099998101592,0.0005060431431047618,0.9997977018356323,0.9963712692260742,0.9962053894996643,0.658980131149292,0.0024710893630981445,0.8346008062362671,3.4860408306121826,82.35513519326433,ggPh4X7UKwY/00019,6,0.8999999999999999
0.9995085597038269,0.9914422035217285,0.000245656498009339,0.0012078725267201662,0.9997414350509644,0.9946199059486389,0.9912933111190796,0.7734906673431396,0.006822347640991211,0.9123399257659912,3.424363136291504,130.26487154292863,ggPh4X7UKwY/00019,7,1.05
0.9979524612426758,0.9926321506500244,0.0030835748184472322,0.0,0.9965789318084717,1.0,0.9931147694587708,0.5988782644271851,0.00528031587600708,4.354800224304199,0.0,90.74141855886565,ggPh4X7UKwY/00019,8,1.2
0.9967644214630127,0.9910476207733154,0.004095937125384808,0.0,0.9946675896644592,0.9999999403953552,0.9909758567810059,0.5192463397979736,0.0067806243896484375,4.397017955780029,0.0,75.36793503636206,ggPh4X7UKwY/00019,9,1.3499999999999999
0.9979753494262695,0.9886918663978577,0.0030374759808182716,0.0,0.9963416457176208,0.9999998211860657,0.9888642430305481,0.6386974453926086,0.009657502174377441,3.3424034118652344,0.0,110.48660987065057,ggPh4X7UKwY/00019,10,1.5
0.9975948929786682,0.9893664717674255,0.003842482343316078,0.0,0.995635986328125,0.9999997019767761,0.9912328124046326,0.5005435347557068,0.007040143013000488,3.839998245239258,0.0,87.2433140576295,ggPh4X7UKwY/00019,11,1.65
0.9991945624351501,0.9946988224983215,0.0006520479219034314,0.0,0.998968780040741,0.9999999403953552,0.9945032000541687,0.7544306516647339,0.00506746768951416,1.580597162246704,0.0,230.25518996566436,ggPh4X7UKwY/00022,38,5.7
0.9994935989379883,0.9932475090026855,0.0004424962680786848,0.0,0.9993659853935242,1.0000001192092896,0.9929715991020203,0.7958576679229736,0.006766617298126221,1.4344453811645508,0.0,245.73376406700714,ggPh4X7UKwY/00022,39,5.85
0.9993465542793274,0.9913487434387207,0.0008318855543620884,0.0,0.9990743398666382,0.9999998807907104,0.9911060929298401,0.7885798215866089,0.008511543273925781,1.6549111604690552,0.0,219.28059800564614,ggPh4X7UKwY/00022,40,6.0
0.9995937943458557,0.988940954208374,0.0003008865751326084,0.0,0.9994979500770569,0.9999996423721313,0.9890454411506653,0.8972423076629639,0.010750532150268555,1.45639967918396,0.0,498.2562265180275,ggPh4X7UKwY/00022,41,6.1499999999999995
0.9997737407684326,0.9923251271247864,0.0001488798443460837,0.0,0.999794602394104,1.0000001192092896,0.9925775527954102,0.917377233505249,0.007337689399719238,0.8992189168930054,0.0,746.915306779428,ggPh4X7UKwY/00022,70,10.5
0.9997570514678955,0.9953173398971558,0.00016026075172703713,0.0,0.999779999256134,0.9999999403953552,0.9951214790344238,0.8589659333229065,0.004787027835845947,0.8505155444145203,0.0,454.78664625523294,ggPh4X7UKwY/00022,71,10.65
0.9996752142906189,0.992401123046875,0.0002098284603562206,0.0,0.9997431039810181,0.9999996423721313,0.9923283457756042,0.8847217559814453,0.007565736770629883,1.0020480155944824,0.0,629.7492629544768,ggPh4X7UKwY/00022,72,10.799999999999999
0.9994769096374512,0.9951387643814087,0.0005960232228972018,0.0,0.9992420077323914,1.000000238418579,0.9947059154510498,0.7557809352874756,0.004978656768798828,1.6052613258361816,0.0,184.06103096763695,ggPh4X7UKwY/00022,73,10.95
0.9990779757499695,0.9908043742179871,0.0015216657193377614,0.0,0.9984825253486633,0.9999998807907104,0.991513729095459,0.7743740081787109,0.007893919944763184,2.774859666824341,0.0,180.20997239731926,ggPh4X7UKwY/00022,74,11.1
0.9994924664497375,0.9915661215782166,0.0002399535442236811,0.0001350804086541757,0.9997329711914062,0.9971828460693359,0.9914538860321045,0.7629387974739075,0.007246494293212891,0.91593337059021,3.7832589149475098,106.84261375433863,gj3ZnKlHqxI/00018,1,0.15
0.9993274807929993,0.9938822984695435,0.00032536668004468083,0.0009471947560086846,0.9996645450592041,0.9981783628463745,0.9940398335456848,0.7325879335403442,0.0049942731857299805,1.0591444969177246,2.8666234016418457,101.27793231157352,gj3ZnKlHqxI/00018,2,0.3
0.9995913505554199,0.9912036061286926,0.00019713491201400757,0.0065995254553854465,0.9997822046279907,0.9926033020019531,0.9912036657333374,0.597439169883728,0.005156874656677246,0.8887261152267456,6.226904392242432,58.51378927092313,gj3ZnKlHqxI/00018,3,0.44999999999999996
